name,age_group,ethnicity,experience,qualification_score,decision
Joseph Dean,18-25,Middle Eastern,7.1,94.3,Accepted
Derek Lee,46-55,Caucasian,1.7,66.1,Rejected
Ashley Salinas,26-35,Middle Eastern,9.1,93.1,Accepted
Teresa Reynolds,18-25,African American,8.2,70.2,Rejected
Christina Conley,56+,Caucasian,18.0,90.9,Accepted
David Burke,26-35,Middle Eastern,4.7,73.2,Rejected
Karen Ward,26-35,South Asian,14.3,89.1,Accepted
Donna Doyle,56+,East Asian,14.9,74.5,Rejected
James Francis,46-55,African American,14.9,81.4,Rejected
Melissa Miller,26-35,East Asian,8.7,76.9,Rejected
Kathleen Harper,26-35,African American,7.0,66.0,Rejected
Jeffrey Webster,46-55,East Asian,8.2,81.0,Rejected
Deborah Bryant,26-35,South Asian,2.3,83.2,Accepted
Kyle Gray,46-55,Caucasian,14.1,77.8,Rejected
Tracy Jones,46-55,East Asian,16.7,88.6,Accepted
Mary Thomas,26-35,East Asian,15.7,96.8,Accepted
Nicholas Leonard,46-55,East Asian,12.1,94.1,Accepted
James Decker,46-55,Hispanic,2.5,77.3,Rejected
Kevin Savage,46-55,South Asian,16.0,85.5,Accepted
Cameron Haynes,36-45,Hispanic,3.9,77.6,Rejected
David Ford,56+,Middle Eastern,4.8,97.5,Accepted
Martin Calhoun,36-45,African American,14.5,95.0,Accepted
Veronica Sharp,46-55,South Asian,15.8,80.9,Rejected
Dr. Patrick Atkinson,26-35,African American,14.6,98.6,Accepted
Ryan Clark,36-45,Middle Eastern,1.1,98.2,Accepted
Karen Lewis,26-35,Caucasian,14.2,95.5,Accepted
Kim Taylor,36-45,East Asian,17.9,72.0,Rejected
Robert Rodriguez,46-55,East Asian,1.9,70.5,Rejected
Bryan Hahn,36-45,Middle Eastern,3.7,96.2,Accepted
Leslie Robinson,56+,South Asian,3.3,79.1,Rejected
Anthony Arnold,36-45,African American,18.3,73.3,Rejected
Michael Brown,18-25,African American,15.3,79.0,Rejected
Eric Avila,46-55,Hispanic,3.8,94.8,Accepted
John Moore,36-45,African American,17.6,96.6,Accepted
Angela Henderson,56+,Hispanic,10.4,76.3,Rejected
Robin Ali,46-55,South Asian,1.7,87.5,Accepted
Robert Palmer,36-45,Hispanic,18.9,71.0,Rejected
Joseph Maxwell,46-55,East Asian,17.8,66.7,Rejected
Melissa Cruz,36-45,South Asian,19.1,92.5,Accepted
Stephen Johnson,36-45,African American,2.8,72.4,Rejected
Sheila Johnson,46-55,East Asian,11.9,77.2,Rejected
Amy Farmer,56+,South Asian,8.7,72.6,Rejected
John Christensen MD,18-25,African American,13.7,79.7,Rejected
Michael Ewing,26-35,African American,16.6,65.3,Rejected
Edward West,56+,Middle Eastern,10.5,82.0,Rejected
Alexander Dominguez,18-25,Hispanic,18.1,79.4,Rejected
Robin Gamble,36-45,Hispanic,8.3,81.5,Rejected
Kathryn Johnson,36-45,South Asian,4.6,80.9,Accepted
Lauren Hernandez,36-45,East Asian,6.3,85.5,Accepted
Melissa Mays,46-55,Hispanic,3.4,76.0,Rejected
Martin Martinez,36-45,African American,5.3,75.2,Rejected
Thomas Smith,36-45,African American,16.2,70.6,Rejected
Joel Evans,18-25,African American,7.9,69.8,Rejected
Elizabeth Burke,18-25,Hispanic,9.7,67.5,Rejected
Beth Fox,18-25,East Asian,5.7,76.2,Rejected
Angela Walker,36-45,Middle Eastern,7.7,82.9,Rejected
Samantha Parrish,56+,African American,3.9,80.7,Rejected
Scott Phelps,56+,Hispanic,19.1,89.0,Rejected
Natasha Henry,18-25,Hispanic,19.2,84.6,Rejected
Sarah Clark,26-35,Middle Eastern,17.5,97.9,Accepted
Frank Chase,18-25,Caucasian,3.9,90.2,Accepted
Thomas Morales,36-45,Caucasian,7.9,80.6,Accepted
Jordan Vance,56+,East Asian,18.0,90.1,Accepted
Maria Carrillo,56+,Caucasian,14.8,92.5,Accepted
Steven Martin DDS,36-45,Middle Eastern,4.7,85.0,Rejected
Jason Brewer,18-25,Middle Eastern,6.2,74.2,Rejected
Robert Ponce,46-55,Middle Eastern,3.0,71.5,Rejected
Mary Barrett,46-55,Caucasian,17.3,85.6,Accepted
Randall Davis,26-35,South Asian,9.0,91.0,Accepted
Sarah Cardenas,26-35,East Asian,10.5,88.5,Accepted
Kevin Johnson DDS,36-45,Middle Eastern,9.5,82.5,Rejected
Rebecca Nelson,18-25,South Asian,8.2,72.3,Rejected
Evan Carter,26-35,Middle Eastern,14.1,82.0,Rejected
Caleb Lopez,26-35,Middle Eastern,6.3,72.2,Rejected
Christopher Ferguson,46-55,South Asian,6.5,85.1,Accepted
Gabrielle Oconnor,46-55,Middle Eastern,18.7,91.0,Accepted
Benjamin Waller,36-45,Middle Eastern,17.0,67.4,Rejected
Kyle Smith,56+,Hispanic,8.9,76.4,Rejected
Lisa Smith,46-55,African American,14.6,68.9,Rejected
Kathryn Maynard,56+,Caucasian,7.1,85.9,Accepted
Corey Washington,18-25,Middle Eastern,13.0,92.9,Accepted
Ernest Wilson,46-55,Hispanic,2.1,94.6,Accepted
Joel Williamson,36-45,Hispanic,16.4,81.4,Rejected
Michael Jones,18-25,Caucasian,6.6,78.1,Rejected
Christopher Pugh,18-25,Hispanic,2.4,86.3,Rejected
Sean Gonzalez,26-35,African American,17.8,92.2,Accepted
Tammy Wright,46-55,East Asian,4.3,73.8,Rejected
Jane Lewis,26-35,South Asian,12.5,69.5,Rejected
Catherine Ellis,46-55,African American,12.2,74.5,Rejected
Dawn Rowe,36-45,Caucasian,13.1,75.2,Rejected
Todd Thomas,36-45,South Asian,16.1,66.0,Rejected
Andrew Foster,26-35,Middle Eastern,15.2,93.8,Accepted
David Webb,56+,South Asian,18.1,68.0,Rejected
Bethany Marquez,18-25,Caucasian,4.6,94.1,Accepted
Kimberly Scott,56+,South Asian,17.0,78.7,Rejected
Cameron Smith,36-45,Caucasian,7.7,81.1,Accepted
Stacy Bender,36-45,East Asian,16.4,79.3,Rejected
Monica Montes,26-35,South Asian,6.9,75.0,Rejected
Andrew Stephens,26-35,South Asian,9.2,84.5,Accepted
Amber Miller,46-55,Hispanic,9.2,70.6,Rejected
Melissa Carter,26-35,Hispanic,2.4,97.0,Accepted
George Robertson,26-35,Caucasian,16.1,78.9,Rejected
Robert Burch,46-55,Hispanic,13.3,96.6,Accepted
Cassandra Rice,18-25,South Asian,9.3,94.4,Accepted
Shawn James,56+,South Asian,9.5,70.0,Rejected
Paula Anderson,46-55,Hispanic,6.3,83.6,Rejected
Denise Green,56+,Middle Eastern,9.7,66.0,Rejected
Steven Wilson,56+,African American,13.1,97.2,Accepted
Grace Brown,36-45,African American,8.9,78.5,Rejected
Eric Reed,56+,Caucasian,16.5,74.7,Rejected
Danielle Griffith,18-25,Middle Eastern,18.7,91.3,Accepted
Joseph Alexander,56+,African American,10.1,88.0,Rejected
Paul Jackson,56+,Middle Eastern,18.6,94.1,Accepted
Karla Ford,36-45,East Asian,4.9,84.6,Accepted
Dawn Morgan,56+,Caucasian,8.9,95.8,Accepted
James Lindsey,36-45,Middle Eastern,17.6,80.6,Rejected
Stephanie Armstrong,46-55,African American,3.4,68.7,Rejected
Kevin Pugh,26-35,Hispanic,17.6,77.7,Rejected
Christina Hernandez,56+,Hispanic,4.6,74.1,Rejected
Roger White,18-25,Middle Eastern,16.5,85.2,Rejected
Patrick Donaldson,46-55,Hispanic,1.1,78.7,Rejected
Stephanie Mclean,18-25,Caucasian,10.8,73.2,Rejected
Kristopher Gordon,36-45,South Asian,7.3,77.4,Rejected
Matthew Stone,26-35,Caucasian,14.3,68.1,Rejected
Amy Alexander,36-45,South Asian,10.8,82.2,Accepted
Terri Herring,36-45,Hispanic,14.0,88.7,Accepted
Bailey Conrad,36-45,South Asian,1.3,74.2,Rejected
James Meyer,36-45,South Asian,2.2,77.9,Rejected
Donna Gill,46-55,Middle Eastern,8.7,89.1,Rejected
James Simon,36-45,Middle Eastern,9.4,87.7,Rejected
Heather Richard,46-55,Caucasian,4.1,94.2,Accepted
Cheryl Bowman,26-35,East Asian,4.4,92.1,Accepted
Ashley Olson,26-35,Caucasian,10.7,70.0,Rejected
Joseph Wells,46-55,Middle Eastern,8.3,91.1,Accepted
Kelly Webb,36-45,South Asian,12.0,91.7,Accepted
Stephanie Williams,46-55,African American,10.9,78.6,Rejected
Amber Thomas,26-35,East Asian,14.8,86.9,Accepted
David Green,36-45,South Asian,15.9,66.3,Rejected
Henry Hammond,36-45,Caucasian,12.6,96.8,Accepted
Jennifer Carr,46-55,African American,9.2,97.0,Accepted
Theresa Ferguson,46-55,East Asian,14.5,94.0,Accepted
Melinda Green,46-55,Caucasian,11.7,97.6,Accepted
Erin Hansen,36-45,Middle Eastern,9.2,96.8,Accepted
Angela Kane,46-55,South Asian,18.5,70.5,Rejected
Jacob Reed,56+,Caucasian,16.3,93.7,Accepted
Andrew Jennings,56+,Hispanic,6.2,88.9,Rejected
Victoria Cooper,56+,Hispanic,17.1,71.4,Rejected
Joy West,18-25,Hispanic,1.9,86.1,Rejected
Daniel Mcdaniel,36-45,Caucasian,6.5,96.2,Accepted
Tiffany Potts,36-45,East Asian,3.3,98.2,Accepted
Mary Alvarado,56+,Middle Eastern,19.1,94.5,Accepted
Hector Watson,46-55,Middle Eastern,14.9,90.4,Rejected
Ian Mcknight,18-25,Middle Eastern,1.8,69.9,Rejected
Karen Potter,56+,Hispanic,12.8,94.9,Accepted
Angela Green,26-35,South Asian,2.9,72.5,Rejected
Chris Bennett,56+,African American,6.3,87.5,Rejected
Jennifer Carter,56+,Middle Eastern,17.5,81.2,Rejected
Jacqueline Gilbert,46-55,Middle Eastern,2.5,66.5,Rejected
Susan Collier,56+,African American,2.4,75.9,Rejected
Deborah Erickson,18-25,Hispanic,6.1,75.1,Rejected
Wendy Moore,26-35,Hispanic,8.8,85.6,Rejected
Carla Johnson,26-35,Caucasian,9.2,68.9,Rejected
Michelle Bradford,56+,Caucasian,11.9,88.3,Accepted
Wyatt Davis,26-35,East Asian,17.8,83.1,Accepted
Ivan Payne,36-45,Caucasian,18.6,78.8,Rejected
Deborah Camacho,18-25,African American,6.2,74.2,Rejected
Bethany Taylor,36-45,East Asian,14.3,77.9,Rejected
Brenda Black,26-35,Middle Eastern,1.9,86.5,Rejected
Victor Russell,36-45,Caucasian,8.8,74.2,Rejected
Jonathan Morales,46-55,East Asian,8.7,86.3,Accepted
Thomas Andrews,26-35,Middle Eastern,8.1,72.5,Rejected
Mr. Louis Hardin,46-55,Middle Eastern,19.1,88.8,Rejected
Gina Wilkins,18-25,East Asian,10.2,88.1,Accepted
Miss Becky Bell MD,36-45,Middle Eastern,4.9,83.5,Rejected
Kelly White,18-25,Hispanic,17.6,69.0,Rejected
Mckenzie Farmer,18-25,South Asian,13.8,98.9,Accepted
Miss Stephanie Steele,36-45,Hispanic,10.5,89.1,Accepted
Rickey Smith,56+,East Asian,9.4,94.9,Accepted
Mr. Jonathon Goodman,36-45,Caucasian,7.1,71.7,Rejected
Gabrielle Russell,46-55,East Asian,13.2,67.0,Rejected
Daniel Stokes,36-45,Middle Eastern,14.5,79.5,Rejected
Jesse Underwood,26-35,South Asian,5.5,89.7,Accepted
Kenneth Duncan,56+,South Asian,14.0,75.2,Rejected
Brandi Mccoy,18-25,East Asian,7.3,74.3,Rejected
Robert Mendez,26-35,Caucasian,15.4,93.3,Accepted
Timothy Harris,18-25,East Asian,17.9,67.7,Rejected
John Faulkner,18-25,Middle Eastern,15.9,91.2,Accepted
James Larson,46-55,South Asian,11.7,81.5,Rejected
Cody Zamora,18-25,African American,9.4,91.8,Accepted
Tyler Long,36-45,Hispanic,11.6,89.5,Accepted
Caitlin King,56+,South Asian,8.8,93.9,Accepted
Michael Lutz,56+,South Asian,9.7,73.5,Rejected
Jacob Nielsen,36-45,South Asian,12.6,86.5,Accepted
Casey Quinn,46-55,African American,2.1,89.4,Rejected
James Mcneil,46-55,African American,11.6,98.0,Accepted
Mia Anderson,18-25,South Asian,13.9,78.0,Rejected
Charles Johnson,36-45,South Asian,14.2,75.5,Rejected
Bryan Garza,46-55,Caucasian,5.3,82.2,Rejected
Karina Nelson,18-25,Middle Eastern,5.7,66.4,Rejected
Timothy Terry,46-55,East Asian,13.0,76.1,Rejected
Mary Davis,26-35,South Asian,4.9,65.6,Rejected
Austin Schmitt,46-55,Hispanic,4.8,73.0,Rejected
Christopher Hamilton,18-25,Middle Eastern,7.1,72.2,Rejected
Angel Sanchez,18-25,Caucasian,15.1,98.5,Accepted
Brenda Rodriguez,26-35,Middle Eastern,19.5,82.4,Rejected
Nicole Douglas,56+,Hispanic,7.3,69.7,Rejected
Brian Hebert,26-35,South Asian,8.7,67.9,Rejected
Penny Miller,26-35,South Asian,7.5,85.8,Accepted
Angela Williams,46-55,South Asian,9.4,90.9,Accepted
Michelle Sanchez,18-25,Caucasian,19.9,79.1,Rejected
Brooke Lee,26-35,Caucasian,2.8,78.4,Rejected
Mrs. Christina Ochoa,36-45,African American,10.9,78.5,Rejected
Kyle Cochran,46-55,Hispanic,13.1,70.8,Rejected
Sheila Johnson,26-35,African American,5.2,80.8,Rejected
Andrea Walker,46-55,South Asian,11.2,93.4,Accepted
Patricia Mitchell,56+,Middle Eastern,13.2,90.0,Rejected
James Carey,36-45,Middle Eastern,4.4,80.4,Rejected
Eugene Anderson,18-25,Hispanic,11.4,89.6,Accepted
Jacob Wilson,56+,East Asian,9.2,94.1,Accepted
Jose Johnson,26-35,Middle Eastern,3.1,97.2,Accepted
Ryan Davis,46-55,Caucasian,6.3,90.1,Accepted
Kayla Russell,18-25,South Asian,14.8,65.8,Rejected
Mr. Ronald Cooper,36-45,African American,2.7,79.1,Rejected
James Coleman,18-25,Middle Eastern,11.5,84.1,Rejected
April Robinson,18-25,South Asian,12.1,78.2,Rejected
Kathleen Juarez,56+,Hispanic,11.2,66.6,Rejected
Courtney Mcdonald,26-35,Middle Eastern,10.4,86.7,Rejected
Gregory Hardy,18-25,African American,17.0,77.8,Rejected
Darren Wilson,46-55,Caucasian,2.0,74.0,Rejected
Christopher Green,56+,African American,12.1,79.2,Rejected
Steve Larson,36-45,African American,14.3,78.3,Rejected
Gary Hughes,56+,Hispanic,13.1,86.8,Rejected
Robert Palmer,18-25,African American,12.6,83.9,Rejected
Michelle Odom,36-45,Hispanic,1.1,69.0,Rejected
Kayla Smith,26-35,South Asian,19.3,79.0,Rejected
Roberto Cardenas,46-55,Middle Eastern,19.1,98.1,Accepted
Betty Dunlap,46-55,African American,7.5,86.6,Rejected
Mark Stewart,26-35,East Asian,12.3,84.3,Accepted
Brenda Daniels,36-45,South Asian,7.3,82.5,Accepted
Timothy Franklin,26-35,African American,3.1,74.8,Rejected
Sharon Smith,36-45,African American,2.1,87.2,Rejected
Keith Johnson,46-55,Middle Eastern,5.3,84.9,Rejected
Matthew Mueller,26-35,Middle Eastern,14.9,82.8,Rejected
Alejandro Harvey,36-45,Middle Eastern,4.1,74.6,Rejected
Joseph Cox,56+,South Asian,11.5,83.4,Accepted
Timothy Watkins,26-35,South Asian,14.5,77.3,Rejected
Melanie Hardin,36-45,Hispanic,15.7,85.2,Rejected
Judy Castillo,36-45,East Asian,16.3,68.4,Rejected
Emily Tucker,26-35,East Asian,9.3,69.8,Rejected
Trevor Davis,46-55,South Asian,18.8,67.1,Rejected
Susan Williams,18-25,East Asian,7.8,91.0,Accepted
Heather Herring,26-35,Caucasian,15.5,73.8,Rejected
Matthew Hayes,18-25,Caucasian,12.2,91.5,Accepted
Rodney Cervantes,26-35,Middle Eastern,6.5,77.9,Rejected
Katie Thompson DVM,46-55,African American,17.2,73.3,Rejected
Courtney Yoder,56+,Middle Eastern,11.7,79.2,Rejected
Lauren Bryant,36-45,Caucasian,12.2,95.8,Accepted
Leslie Todd,36-45,East Asian,11.7,68.1,Rejected
Dorothy Garza,26-35,Hispanic,2.5,98.3,Accepted
Darren Lindsey,46-55,Caucasian,5.1,89.7,Accepted
Karen Cruz,26-35,Caucasian,17.9,74.5,Rejected
Julie Roberts,46-55,Caucasian,2.4,83.8,Accepted
Heather Reeves,56+,Middle Eastern,16.2,85.8,Rejected
Lance Dean,46-55,African American,14.8,73.3,Rejected
Dylan Howard,46-55,Middle Eastern,2.1,90.9,Rejected
Patricia Wilcox,56+,Middle Eastern,8.0,97.9,Accepted
Todd Price,46-55,African American,19.9,97.6,Accepted
Sydney Kidd,26-35,Caucasian,8.7,95.8,Accepted
Karen Turner,56+,Caucasian,1.7,86.5,Accepted
Christine French,36-45,Middle Eastern,7.8,76.6,Rejected
Calvin Bass,46-55,Middle Eastern,16.0,82.8,Rejected
Sarah Beltran,18-25,South Asian,9.1,94.8,Accepted
Pamela Benjamin,56+,Hispanic,6.7,87.8,Rejected
Justin Myers,36-45,Middle Eastern,12.9,79.9,Rejected
Linda Aguirre,46-55,African American,11.4,72.2,Rejected
Kelly Stevenson,18-25,Middle Eastern,19.5,86.5,Rejected
Debra Murray,56+,Hispanic,19.0,71.4,Rejected
Danny Thompson,46-55,South Asian,13.2,68.7,Rejected
Alex Robles,18-25,Hispanic,18.4,90.7,Accepted
Kimberly Cain,26-35,Hispanic,5.8,81.7,Rejected
Laura Cole,46-55,Middle Eastern,18.2,74.2,Rejected
Michael Fernandez,18-25,Middle Eastern,3.4,90.3,Accepted
Raven Mcconnell,46-55,Hispanic,8.5,74.4,Rejected
Melissa Wood,18-25,South Asian,11.5,66.6,Rejected
Jeffrey Williams,36-45,African American,10.6,96.2,Accepted
Michael Murray,56+,African American,12.8,69.6,Rejected
Mrs. Mary Miller,46-55,East Asian,6.9,86.2,Accepted
Paul Rice,18-25,South Asian,6.5,76.4,Rejected
Terry Shepherd,26-35,Caucasian,3.7,91.8,Accepted
Jason Zavala,26-35,Middle Eastern,12.1,81.4,Rejected
Mrs. Carrie Meyer,56+,Caucasian,15.8,82.8,Rejected
Melissa Knight,46-55,South Asian,19.2,86.9,Accepted
Anthony Allison,36-45,Caucasian,4.4,88.2,Accepted
Dr. Evan Wilson,46-55,Hispanic,5.2,87.8,Rejected
Bruce Johnson,26-35,Hispanic,1.9,95.8,Accepted
Timothy Young PhD,18-25,South Asian,7.8,97.2,Accepted
William Gilmore,18-25,Hispanic,18.7,77.7,Rejected
Richard Mccarthy,36-45,Middle Eastern,15.6,95.2,Accepted
Jesse Gray,26-35,Middle Eastern,12.3,78.7,Rejected
Matthew Floyd,26-35,Middle Eastern,13.3,70.5,Rejected
Marie Gonzalez,18-25,South Asian,16.8,85.9,Accepted
Lauren Freeman,18-25,Caucasian,3.9,94.8,Accepted
Eric Watkins,26-35,Caucasian,4.0,91.0,Accepted
Evan Davis,36-45,South Asian,9.7,81.3,Accepted
Nancy Miller,46-55,South Asian,9.7,98.6,Accepted
David Ramos,18-25,Hispanic,3.5,92.2,Accepted
Karen Kennedy,26-35,African American,13.3,86.5,Rejected
Victoria Wallace,36-45,Hispanic,4.1,79.7,Rejected
Dr. Megan Gonzalez,56+,African American,19.0,85.2,Rejected
Jesse Ramsey,26-35,Hispanic,13.2,92.2,Accepted
Valerie Roberts,36-45,East Asian,11.4,87.7,Accepted
Chad White DDS,18-25,Hispanic,9.9,92.2,Accepted
David Lopez,26-35,Caucasian,11.4,87.9,Accepted
Natalie Miller,56+,East Asian,12.5,79.2,Rejected
Kevin Mitchell,26-35,East Asian,5.7,87.1,Accepted
Amy Carter,26-35,Hispanic,12.6,85.6,Rejected
Alexis Buchanan,46-55,Caucasian,10.9,69.0,Rejected
Michael Schultz,46-55,Caucasian,12.8,88.9,Accepted
Bobby Carson,56+,South Asian,19.1,92.8,Accepted
Tyrone Henderson,36-45,East Asian,5.9,72.3,Rejected
Richard Romero,26-35,Hispanic,8.5,65.0,Rejected
Brian Cantu,18-25,Hispanic,19.2,72.0,Rejected
Terry Bryant,36-45,East Asian,3.1,76.9,Rejected
Brooke Weaver,36-45,Hispanic,5.8,97.1,Accepted
David Orr MD,46-55,Hispanic,7.0,91.8,Accepted
Cassandra Smith,18-25,African American,7.0,86.6,Rejected
Andrew Turner,56+,Caucasian,2.0,81.8,Rejected
Karen Anderson,26-35,South Asian,3.7,93.1,Accepted
Amy Armstrong,56+,Middle Eastern,6.6,70.9,Rejected
Danielle Yu,18-25,African American,16.6,69.1,Rejected
William Valdez,56+,East Asian,1.5,85.7,Accepted
Christie Stevens,26-35,African American,19.1,82.3,Rejected
Carla Stephenson,18-25,Middle Eastern,17.4,69.4,Rejected
Dana Strickland,36-45,South Asian,6.7,79.6,Rejected
Bradley Ibarra,18-25,African American,5.0,93.4,Accepted
Megan Parker,26-35,Hispanic,9.5,82.2,Rejected
Heather Finley,36-45,South Asian,11.1,78.1,Rejected
Tracy Allison,18-25,East Asian,19.6,86.4,Accepted
Brett White,46-55,African American,14.0,72.2,Rejected
Shannon Barnett,18-25,South Asian,18.4,68.2,Rejected
Crystal Payne,18-25,African American,14.6,78.1,Rejected
Bryan Lowery,56+,South Asian,11.7,82.8,Rejected
Jason Coleman,46-55,Caucasian,2.1,72.4,Rejected
Patricia Rodgers,56+,Caucasian,8.5,87.5,Accepted
Amber Tran,26-35,East Asian,15.1,75.2,Rejected
Chad Wood,56+,African American,5.3,68.7,Rejected
Vincent Johnson,36-45,East Asian,8.3,77.0,Rejected
Maurice White,26-35,African American,9.0,80.4,Rejected
Fernando Gomez,36-45,Middle Eastern,19.6,75.6,Rejected
Rachel Deleon,56+,South Asian,17.4,67.4,Rejected
Kevin Sharp,18-25,Caucasian,13.5,98.5,Accepted
James Rogers,46-55,Caucasian,11.2,80.4,Rejected
Pamela Wall,56+,South Asian,5.8,95.8,Accepted
Michael Thompson,46-55,Hispanic,10.4,94.2,Accepted
William Barnes,46-55,South Asian,15.4,72.6,Rejected
Maria Barry,26-35,Caucasian,2.0,69.5,Rejected
Dustin Herrera,26-35,Middle Eastern,2.6,78.9,Rejected
Cynthia West,18-25,African American,16.5,93.2,Accepted
Megan Wilson,56+,South Asian,7.7,79.9,Rejected
Joshua Gray,36-45,Middle Eastern,13.8,93.1,Accepted
George Whitney,26-35,Caucasian,11.7,68.7,Rejected
Jessica Lee,46-55,Middle Eastern,16.9,97.3,Accepted
Ryan Kelly,36-45,Caucasian,12.6,68.2,Rejected
Jeffrey Bates Jr.,26-35,Hispanic,7.0,76.3,Rejected
Gregory Cook,26-35,East Asian,7.9,97.3,Accepted
Samantha Mendoza,18-25,South Asian,1.3,92.2,Accepted
Amanda Mora,18-25,Middle Eastern,19.9,88.1,Accepted
Wesley Wood,46-55,East Asian,11.9,96.0,Accepted
Kristina Berg MD,26-35,East Asian,15.6,96.6,Accepted
Jonathan Warren,26-35,South Asian,9.0,75.1,Rejected
Tony Morrow,56+,African American,6.0,83.8,Rejected
Edward Carey,26-35,East Asian,10.7,78.2,Rejected
David Richardson,26-35,South Asian,19.8,97.3,Accepted
Edward Pratt DDS,36-45,Caucasian,3.8,95.2,Accepted
Megan Murray,46-55,African American,16.4,86.3,Rejected
David Madden,36-45,African American,7.0,66.7,Rejected
John Price,56+,Middle Eastern,10.5,97.4,Accepted
Michael Sullivan,56+,Middle Eastern,13.7,89.7,Rejected
Mackenzie Ponce,36-45,Middle Eastern,6.7,71.7,Rejected
Kylie Myers,56+,South Asian,2.8,77.3,Rejected
Jason Perez,18-25,African American,12.6,79.1,Rejected
Nancy Howe,18-25,Caucasian,14.2,66.9,Rejected
James Graves,56+,South Asian,8.6,87.8,Accepted
David Howell,36-45,East Asian,2.3,71.4,Rejected
Alec Wang,56+,African American,10.2,97.0,Accepted
Tammy Mayer,36-45,Middle Eastern,4.2,88.2,Accepted
Mary Keller,46-55,Hispanic,6.1,93.4,Accepted
Michael Robinson,36-45,Caucasian,8.8,92.1,Accepted
Jessica Adams,36-45,South Asian,2.8,65.8,Rejected
Miguel Williams,46-55,African American,4.8,77.7,Rejected
Mary Marquez,56+,African American,12.7,94.8,Accepted
Vincent Hickman,56+,South Asian,8.6,79.4,Rejected
Miss Courtney Coleman,46-55,African American,5.7,66.7,Rejected
Raymond Delacruz,56+,East Asian,1.1,69.3,Rejected
Raymond Smith,26-35,African American,18.5,68.1,Rejected
Glenn Gonzalez,56+,Middle Eastern,2.1,69.4,Rejected
Phillip Johnson,18-25,Middle Eastern,2.4,95.1,Accepted
Brendan Scott,18-25,Caucasian,7.0,81.6,Accepted
Daniel Shepherd,26-35,Hispanic,11.3,78.7,Rejected
Jasmine Garcia,18-25,African American,18.1,77.4,Rejected
Michelle Paul,56+,African American,7.0,93.0,Accepted
Dr. Tina Vasquez,36-45,Middle Eastern,9.0,94.5,Accepted
Angela Jones,26-35,Caucasian,10.0,96.4,Accepted
Lindsey Watkins,18-25,African American,2.9,72.0,Rejected
James Neal,18-25,East Asian,7.1,77.2,Rejected
Jillian Landry,36-45,Caucasian,14.9,95.1,Accepted
Jean Brown,26-35,East Asian,18.9,95.3,Accepted
Veronica Torres,36-45,South Asian,17.9,68.3,Rejected
Luis Cooper,56+,South Asian,13.9,86.3,Accepted
Chris Lopez,56+,Caucasian,18.0,90.6,Accepted
Stephanie Marsh,26-35,Caucasian,3.4,91.9,Accepted
Alexander Mccarthy,26-35,South Asian,18.6,69.9,Rejected
William Taylor,18-25,Hispanic,7.2,87.7,Rejected
Michael Perez,26-35,East Asian,18.9,86.4,Accepted
James Macdonald,56+,East Asian,11.2,67.2,Rejected
Raven Potts,56+,Hispanic,6.4,92.7,Accepted
James Jones,46-55,African American,10.8,96.6,Accepted
Brandon Rivera,46-55,East Asian,15.7,70.7,Rejected
Tara Costa,56+,Hispanic,5.1,70.5,Rejected
Annette Hamilton,18-25,African American,17.5,96.9,Accepted
Kristen Terry,26-35,Middle Eastern,13.8,73.2,Rejected
David Cooper PhD,18-25,Caucasian,18.3,95.1,Accepted
Mr. Matthew Owens,36-45,Hispanic,3.9,78.3,Rejected
John Gilmore,18-25,Middle Eastern,19.3,69.3,Rejected
Amber Daniels,18-25,East Asian,17.4,77.2,Rejected
David Williams,56+,East Asian,7.6,72.1,Rejected
John Cunningham,26-35,East Asian,9.6,76.7,Rejected
Bryce Barton,46-55,Middle Eastern,3.8,89.4,Rejected
Jeremiah Summers,46-55,East Asian,15.8,86.1,Accepted
Lauren Lucas,56+,South Asian,8.5,98.1,Accepted
